id,input,expected_output
585,"Anna and David celebrated the birthday of their daughter Emily. She received many gifts. They also bought a new printer for the office. Michael, David's sister, also attended.","{""relationships"": [{""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SIBLING]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[SIBLING]"", ""object"": ""David""}], ""birthdates"": []}"
586,"David was born on 05/12/1980. They are married to Anna. Their child Jonathan was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Thomas is the sibling of David.","{""relationships"": [{""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""David"", ""predicate"": ""[SIBLING]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[SIBLING]"", ""object"": ""David""}], ""birthdates"": [{""entity"": ""David"", ""date"": ""05/12/1980""}, {""entity"": ""Jonathan"", ""date"": ""02/08/2010""}]}"
587,"Thomas was previously married to Sophia, but currently lives with Sarah. Robert is the child of Thomas and Sophia. No one remembered where the keys were.","{""relationships"": [{""subject"": ""Thomas"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}], ""birthdates"": []}"
588,"Thomas and Sophia celebrated the birthday of their daughter Emily. She received many gifts. Sometimes they write messages with spelling mistakes. Jonathan, Sophia's sister, also attended.","{""relationships"": [{""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SIBLING]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SIBLING]"", ""object"": ""Sophia""}], ""birthdates"": []}"
589,Jonathan is hitched to Laura. Their kid Olivia had a bday yesterday. No one remembered where the keys were.,"{""relationships"": [{""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}], ""birthdates"": []}"
590,"Thomas and Robert celebrated the birthday of their daughter Sophia. She received many gifts. The internet connection failed several times. Olivia, Robert's sister, also attended.","{""relationships"": [{""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Robert""}], ""birthdates"": []}"
591,Robert and James adopted Jonathan years ago. Many mistakenly believe they are their nephew. The temperature reached 34 degrees during the afternoon.,"{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""James""}], ""birthdates"": []}"
592,Laura and Thomas adopted James years ago. Many mistakenly believe they are their nephew. They also bought a new printer for the office.,"{""relationships"": [{""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}], ""birthdates"": []}"
593,"Emily was previously married to Sarah, but currently lives with Michael. Jonathan is the child of Emily and Sarah. Sometimes they write messages with spelling mistakes.","{""relationships"": [{""subject"": ""Emily"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}], ""birthdates"": []}"
594,"Sophia and Olivia celebrated the birthday of their daughter Michael. She received many gifts. The conference lasted for more than four hours. Laura, Olivia's sister, also attended.","{""relationships"": [{""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}], ""birthdates"": []}"
595,"Sarah, Robert, David, and Michael participated in a chess tournament. By the way, the price of oranges went up quite a bit this year. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
596,Michael and James adopted Laura years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""James""}], ""birthdates"": []}"
597,"Laura, Thomas, David, and James participated in a chess tournament. Nobody really liked the movie they watched on Saturday. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
598,"James and Emily celebrated the birthday of their daughter Robert. She received many gifts. They also bought a new printer for the office. David, Emily's sister, also attended.","{""relationships"": [{""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""James""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[SIBLING]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SIBLING]"", ""object"": ""Emily""}], ""birthdates"": []}"
599,Michael was born on 05/12/1980. They are married to Sarah. Their child Jonathan was born on 02/08/2010. The conference lasted for more than four hours. Laura is the sibling of Michael.,"{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Michael"", ""predicate"": ""[SIBLING]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[SIBLING]"", ""object"": ""Michael""}], ""birthdates"": [{""entity"": ""Michael"", ""date"": ""05/12/1980""}, {""entity"": ""Jonathan"", ""date"": ""02/08/2010""}]}"
600,"Jonathan visited Emily along with Olivia. Later, Michael arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
601,Michael was born on 05/12/1980. They are married to Thomas. Their child Anna was born on 02/08/2010. The team lost three consecutive matches. Sophia is the sibling of Michael.,"{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[SPOUSE]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[SPOUSE]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Anna""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Anna"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Michael"", ""predicate"": ""[SIBLING]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SIBLING]"", ""object"": ""Michael""}], ""birthdates"": [{""entity"": ""Michael"", ""date"": ""05/12/1980""}, {""entity"": ""Anna"", ""date"": ""02/08/2010""}]}"
602,"Emily, Jonathan, Anna, and Sophia participated in a chess tournament. They also bought a new printer for the office. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
603,David and Sarah adopted Sophia years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"{""relationships"": [{""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}], ""birthdates"": []}"
604,Robert is hitched to Sarah. Their kid James had a bday yesterday. The internet connection failed several times.,"{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}], ""birthdates"": []}"
605,Michael and Thomas adopted Sophia years ago. Many mistakenly believe they are their nephew. Nobody really liked the movie they watched on Saturday.,"{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}], ""birthdates"": []}"
606,"James visited Sarah along with Olivia. Later, Laura arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
607,Sarah and Thomas adopted David years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}], ""birthdates"": []}"
608,Jonathan was born on 05/12/1980. They are married to David. Their child Thomas was born on 02/08/2010. Nobody really liked the movie they watched on Saturday. Laura is the sibling of Jonathan.,"{""relationships"": [{""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Jonathan"", ""predicate"": ""[SIBLING]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[SIBLING]"", ""object"": ""Jonathan""}], ""birthdates"": [{""entity"": ""Jonathan"", ""date"": ""05/12/1980""}, {""entity"": ""Thomas"", ""date"": ""02/08/2010""}]}"
609,"Sarah and Anna celebrated the birthday of their daughter Laura. She received many gifts. The internet connection failed several times. Michael, Anna's sister, also attended.","{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SIBLING]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[SIBLING]"", ""object"": ""Anna""}], ""birthdates"": []}"
610,"Jonathan and Olivia adopted Emily years ago. Many mistakenly believe they are their nephew. By the way, the price of oranges went up quite a bit this year.","{""relationships"": [{""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}], ""birthdates"": []}"
611,Robert is hitched to Sophia. Their kid Olivia had a bday yesterday. The train arrived twenty minutes late.,"{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}], ""birthdates"": []}"
612,David and Emily adopted James years ago. Many mistakenly believe they are their nephew. The temperature reached 34 degrees during the afternoon.,"{""relationships"": [{""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}], ""birthdates"": []}"
613,"Robert and Laura celebrated the birthday of their daughter Jonathan. She received many gifts. Nobody really liked the movie they watched on Saturday. James, Laura's sister, also attended.","{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[SIBLING]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[SIBLING]"", ""object"": ""Laura""}], ""birthdates"": []}"
614,"Sarah and Anna celebrated the birthday of their daughter Robert. She received many gifts. The internet connection failed several times. Michael, Anna's sister, also attended.","{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SIBLING]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[SIBLING]"", ""object"": ""Anna""}], ""birthdates"": []}"
615,"Thomas was previously married to Robert, but currently lives with Jonathan. Emily is the child of Thomas and Robert. The temperature reached 34 degrees during the afternoon.","{""relationships"": [{""subject"": ""Thomas"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}], ""birthdates"": []}"
616,"Anna visited Michael along with Sophia. Later, David arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
617,Anna and Sophia adopted Robert years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"{""relationships"": [{""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}], ""birthdates"": []}"
618,David is hitched to Anna. Their kid Jonathan had a bday yesterday. The conference lasted for more than four hours.,"{""relationships"": [{""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}], ""birthdates"": []}"
619,Sophia and James adopted Laura years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"{""relationships"": [{""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""James""}], ""birthdates"": []}"
620,"Michael was born on 05/12/1980. They are married to Jonathan. Their child Thomas was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. David is the sibling of Michael.","{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Michael"", ""predicate"": ""[SIBLING]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SIBLING]"", ""object"": ""Michael""}], ""birthdates"": [{""entity"": ""Michael"", ""date"": ""05/12/1980""}, {""entity"": ""Thomas"", ""date"": ""02/08/2010""}]}"
621,"Sophia, Laura, James, and David participated in a chess tournament. No one remembered where the keys were. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
622,Laura and James adopted Olivia years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"{""relationships"": [{""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""James""}], ""birthdates"": []}"
623,Robert is hitched to Emily. Their kid Thomas had a bday yesterday. Nobody really liked the movie they watched on Saturday.,"{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}], ""birthdates"": []}"
624,Jonathan and Thomas adopted Sarah years ago. Many mistakenly believe they are their nephew. The temperature reached 34 degrees during the afternoon.,"{""relationships"": [{""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}], ""birthdates"": []}"
625,Jonathan was born on 05/12/1980. They are married to Sarah. Their child Thomas was born on 02/08/2010. The team lost three consecutive matches. Olivia is the sibling of Jonathan.,"{""relationships"": [{""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Jonathan"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Jonathan""}], ""birthdates"": [{""entity"": ""Jonathan"", ""date"": ""05/12/1980""}, {""entity"": ""Thomas"", ""date"": ""02/08/2010""}]}"
626,Thomas is hitched to David. Their kid Jonathan had a bday yesterday. The temperature reached 34 degrees during the afternoon.,"{""relationships"": [{""subject"": ""Thomas"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""David""}], ""birthdates"": []}"
627,"Sophia and Anna adopted Sarah years ago. Many mistakenly believe they are their nephew. By the way, the price of oranges went up quite a bit this year.","{""relationships"": [{""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}], ""birthdates"": []}"
628,"Michael, James, Sarah, and Anna participated in a chess tournament. No one remembered where the keys were. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
629,Olivia is hitched to David. Their kid Thomas had a bday yesterday. Sometimes they write messages with spelling mistakes.,"{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""David""}], ""birthdates"": []}"
630,"Jonathan and Thomas celebrated the birthday of their daughter Sarah. She received many gifts. They also bought a new printer for the office. Anna, Thomas's sister, also attended.","{""relationships"": [{""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[SIBLING]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SIBLING]"", ""object"": ""Thomas""}], ""birthdates"": []}"
631,"Laura and Robert celebrated the birthday of their daughter Thomas. She received many gifts. No one remembered where the keys were. Jonathan, Robert's sister, also attended.","{""relationships"": [{""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[SIBLING]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SIBLING]"", ""object"": ""Robert""}], ""birthdates"": []}"
632,"Jonathan, Robert, Thomas, and Emily participated in a chess tournament. The internet connection failed several times. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
