id,input,expected_output
540,Jonathan and Anna adopted David years ago. Many mistakenly believe they are their nephew. The internet connection failed several times.,"Jonathan ---> [CHILD] ---> David
Anna ---> [CHILD] ---> David
David ---> [PARENT] ---> Jonathan
David ---> [PARENT] ---> Anna"
541,"Laura, David, Sarah, and Emily participated in a chess tournament. By the way, the price of oranges went up quite a bit this year. No family relationship was indicated.",
542,"Laura was previously married to Jonathan, but currently lives with Anna. David is the child of Laura and Jonathan. No one remembered where the keys were.","Laura ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> Laura
Laura ---> [CHILD] ---> David
Jonathan ---> [CHILD] ---> David
David ---> [PARENT] ---> Laura
David ---> [PARENT] ---> Jonathan"
543,"Olivia, Robert, Emily, and Sarah participated in a chess tournament. They also bought a new printer for the office. No family relationship was indicated.",
544,Anna and Emily adopted David years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"Anna ---> [CHILD] ---> David
Emily ---> [CHILD] ---> David
David ---> [PARENT] ---> Anna
David ---> [PARENT] ---> Emily"
545,"Laura and Thomas celebrated the birthday of their daughter Jonathan. She received many gifts. The internet connection failed several times. James, Thomas's sister, also attended.","Laura ---> [CHILD] ---> Jonathan
Thomas ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Laura
Jonathan ---> [PARENT] ---> Thomas
Thomas ---> [SIBLING] ---> James
James ---> [SIBLING] ---> Thomas"
546,"Michael and David celebrated the birthday of their daughter Sophia. She received many gifts. The conference lasted for more than four hours. Sarah, David's sister, also attended.","Michael ---> [CHILD] ---> Sophia
David ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Michael
Sophia ---> [PARENT] ---> David
David ---> [SIBLING] ---> Sarah
Sarah ---> [SIBLING] ---> David"
547,"Sarah was previously married to Olivia, but currently lives with Emily. Thomas is the child of Sarah and Olivia. The internet connection failed several times.","Sarah ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> Thomas
Olivia ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Sarah
Thomas ---> [PARENT] ---> Olivia"
548,"Sophia, James, Thomas, and Laura participated in a chess tournament. The internet connection failed several times. No family relationship was indicated.",
549,"Robert, Laura, Michael, and Sophia participated in a chess tournament. Nobody really liked the movie they watched on Saturday. No family relationship was indicated.",
550,"Thomas, Sarah, Olivia, and Jonathan participated in a chess tournament. Sometimes they write messages with spelling mistakes. No family relationship was indicated.",
551,Olivia is hitched to Anna. Their kid Robert had a bday yesterday. The internet connection failed several times.,"Olivia ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> Robert
Anna ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Olivia
Robert ---> [PARENT] ---> Anna"
552,"Laura visited Emily along with Jonathan. Later, David arrived. It was unclear if there was any kinship.",
553,"Laura, Anna, Robert, and Sophia participated in a chess tournament. The temperature reached 34 degrees during the afternoon. No family relationship was indicated.",
554,Jonathan is hitched to Olivia. Their kid Thomas had a bday yesterday. The conference lasted for more than four hours.,"Jonathan ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Thomas
Olivia ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Jonathan
Thomas ---> [PARENT] ---> Olivia"
555,"Robert and Olivia celebrated the birthday of their daughter Anna. She received many gifts. The temperature reached 34 degrees during the afternoon. Thomas, Olivia's sister, also attended.","Robert ---> [CHILD] ---> Anna
Olivia ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Robert
Anna ---> [PARENT] ---> Olivia
Olivia ---> [SIBLING] ---> Thomas
Thomas ---> [SIBLING] ---> Olivia"
556,"Sophia and Anna celebrated the birthday of their daughter Thomas. She received many gifts. No one remembered where the keys were. David, Anna's sister, also attended.","Sophia ---> [CHILD] ---> Thomas
Anna ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Sophia
Thomas ---> [PARENT] ---> Anna
Anna ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Anna"
557,Laura and Anna adopted James years ago. Many mistakenly believe they are their nephew. Nobody really liked the movie they watched on Saturday.,"Laura ---> [CHILD] ---> James
Anna ---> [CHILD] ---> James
James ---> [PARENT] ---> Laura
James ---> [PARENT] ---> Anna"
558,"James was previously married to Robert, but currently lives with David. Olivia is the child of James and Robert. The train arrived twenty minutes late.","James ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> James
James ---> [CHILD] ---> Olivia
Robert ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> James
Olivia ---> [PARENT] ---> Robert"
559,Robert is hitched to Jonathan. Their kid Laura had a bday yesterday. They also bought a new printer for the office.,"Robert ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Laura
Jonathan ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Robert
Laura ---> [PARENT] ---> Jonathan"
560,"Sarah visited Laura along with Jonathan. Later, James arrived. It was unclear if there was any kinship.",
561,"Sarah and Olivia celebrated the birthday of their daughter Michael. She received many gifts. No one remembered where the keys were. David, Olivia's sister, also attended.","Sarah ---> [CHILD] ---> Michael
Olivia ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Sarah
Michael ---> [PARENT] ---> Olivia
Olivia ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Olivia"
562,"Jonathan and Sophia celebrated the birthday of their daughter Emily. She received many gifts. The temperature reached 34 degrees during the afternoon. Thomas, Sophia's sister, also attended.","Jonathan ---> [CHILD] ---> Emily
Sophia ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Jonathan
Emily ---> [PARENT] ---> Sophia
Sophia ---> [SIBLING] ---> Thomas
Thomas ---> [SIBLING] ---> Sophia"
563,"James, Jonathan, Robert, and David participated in a chess tournament. The temperature reached 34 degrees during the afternoon. No family relationship was indicated.",
564,"David visited James along with Laura. Later, Jonathan arrived. It was unclear if there was any kinship.",
565,James was born on 05/12/1980. They are married to Sophia. Their child Robert was born on 02/08/2010. They also bought a new printer for the office. Thomas is the sibling of James.,"James ---> [SPOUSE] ---> Sophia
Sophia ---> [SPOUSE] ---> James
James ---> [CHILD] ---> Robert
Sophia ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> James
Robert ---> [PARENT] ---> Sophia
James ---> [SIBLING] ---> Thomas
Thomas ---> [SIBLING] ---> James
James ---> [BIRTHDATE] ---> 05/12/1980
Robert ---> [BIRTHDATE] ---> 02/08/2010"
566,Michael was born on 05/12/1980. They are married to Olivia. Their child Jonathan was born on 02/08/2010. The conference lasted for more than four hours. Laura is the sibling of Michael.,"Michael ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> Jonathan
Olivia ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Michael
Jonathan ---> [PARENT] ---> Olivia
Michael ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Michael
Michael ---> [BIRTHDATE] ---> 05/12/1980
Jonathan ---> [BIRTHDATE] ---> 02/08/2010"
567,"Robert, Thomas, Emily, and Sarah participated in a chess tournament. The internet connection failed several times. No family relationship was indicated.",
568,David was born on 05/12/1980. They are married to Robert. Their child Emily was born on 02/08/2010. The internet connection failed several times. Sarah is the sibling of David.,"David ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Emily
Robert ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> David
Emily ---> [PARENT] ---> Robert
David ---> [SIBLING] ---> Sarah
Sarah ---> [SIBLING] ---> David
David ---> [BIRTHDATE] ---> 05/12/1980
Emily ---> [BIRTHDATE] ---> 02/08/2010"
569,Jonathan is hitched to Robert. Their kid Sarah had a bday yesterday. No one remembered where the keys were.,"Jonathan ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Sarah
Robert ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Jonathan
Sarah ---> [PARENT] ---> Robert"
570,Sarah was born on 05/12/1980. They are married to Sophia. Their child Robert was born on 02/08/2010. The train arrived twenty minutes late. Thomas is the sibling of Sarah.,"Sarah ---> [SPOUSE] ---> Sophia
Sophia ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> Robert
Sophia ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Sarah
Robert ---> [PARENT] ---> Sophia
Sarah ---> [SIBLING] ---> Thomas
Thomas ---> [SIBLING] ---> Sarah
Sarah ---> [BIRTHDATE] ---> 05/12/1980
Robert ---> [BIRTHDATE] ---> 02/08/2010"
571,"David was previously married to Robert, but currently lives with Olivia. Michael is the child of David and Robert. The temperature reached 34 degrees during the afternoon.","David ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Michael
Robert ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> David
Michael ---> [PARENT] ---> Robert"
572,"David was previously married to Michael, but currently lives with Sophia. Olivia is the child of David and Michael. The conference lasted for more than four hours.","David ---> [SPOUSE] ---> Michael
Michael ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Olivia
Michael ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> David
Olivia ---> [PARENT] ---> Michael"
573,Olivia and David adopted Thomas years ago. Many mistakenly believe they are their nephew. The train arrived twenty minutes late.,"Olivia ---> [CHILD] ---> Thomas
David ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Olivia
Thomas ---> [PARENT] ---> David"
574,"Jonathan, Laura, Michael, and David participated in a chess tournament. The internet connection failed several times. No family relationship was indicated.",
575,Anna and Emily adopted James years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"Anna ---> [CHILD] ---> James
Emily ---> [CHILD] ---> James
James ---> [PARENT] ---> Anna
James ---> [PARENT] ---> Emily"
576,Robert is hitched to Sophia. Their kid Emily had a bday yesterday. Nobody really liked the movie they watched on Saturday.,"Robert ---> [SPOUSE] ---> Sophia
Sophia ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Emily
Sophia ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Robert
Emily ---> [PARENT] ---> Sophia"
577,James is hitched to Olivia. Their kid Emily had a bday yesterday. The train arrived twenty minutes late.,"James ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> James
James ---> [CHILD] ---> Emily
Olivia ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> James
Emily ---> [PARENT] ---> Olivia"
578,Thomas was born on 05/12/1980. They are married to Olivia. Their child Jonathan was born on 02/08/2010. They also bought a new printer for the office. Laura is the sibling of Thomas.,"Thomas ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> Jonathan
Olivia ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Thomas
Jonathan ---> [PARENT] ---> Olivia
Thomas ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Thomas
Thomas ---> [BIRTHDATE] ---> 05/12/1980
Jonathan ---> [BIRTHDATE] ---> 02/08/2010"
579,"Sophia was previously married to Sarah, but currently lives with Emily. Anna is the child of Sophia and Sarah. The internet connection failed several times.","Sophia ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Anna
Sarah ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Sophia
Anna ---> [PARENT] ---> Sarah"
580,Thomas and Anna adopted Emily years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"Thomas ---> [CHILD] ---> Emily
Anna ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Thomas
Emily ---> [PARENT] ---> Anna"
581,"Olivia was previously married to Thomas, but currently lives with Laura. Sarah is the child of Olivia and Thomas. No one remembered where the keys were.","Olivia ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> Sarah
Thomas ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Olivia
Sarah ---> [PARENT] ---> Thomas"
582,"Olivia was previously married to Laura, but currently lives with Jonathan. Michael is the child of Olivia and Laura. By the way, the price of oranges went up quite a bit this year.","Olivia ---> [SPOUSE] ---> Laura
Laura ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> Michael
Laura ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Olivia
Michael ---> [PARENT] ---> Laura"
583,Olivia and David adopted Anna years ago. Many mistakenly believe they are their nephew. Nobody really liked the movie they watched on Saturday.,"Olivia ---> [CHILD] ---> Anna
David ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Olivia
Anna ---> [PARENT] ---> David"
584,Jonathan was born on 05/12/1980. They are married to Anna. Their child Michael was born on 02/08/2010. The conference lasted for more than four hours. Sophia is the sibling of Jonathan.,"Jonathan ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Michael
Anna ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Jonathan
Michael ---> [PARENT] ---> Anna
Jonathan ---> [SIBLING] ---> Sophia
Sophia ---> [SIBLING] ---> Jonathan
Jonathan ---> [BIRTHDATE] ---> 05/12/1980
Michael ---> [BIRTHDATE] ---> 02/08/2010"
585,"Anna and David celebrated the birthday of their daughter Emily. She received many gifts. They also bought a new printer for the office. Michael, David's sister, also attended.","Anna ---> [CHILD] ---> Emily
David ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Anna
Emily ---> [PARENT] ---> David
David ---> [SIBLING] ---> Michael
Michael ---> [SIBLING] ---> David"
586,"David was born on 05/12/1980. They are married to Anna. Their child Jonathan was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Thomas is the sibling of David.","David ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Jonathan
Anna ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> David
Jonathan ---> [PARENT] ---> Anna
David ---> [SIBLING] ---> Thomas
Thomas ---> [SIBLING] ---> David
David ---> [BIRTHDATE] ---> 05/12/1980
Jonathan ---> [BIRTHDATE] ---> 02/08/2010"
587,"Thomas was previously married to Sophia, but currently lives with Sarah. Robert is the child of Thomas and Sophia. No one remembered where the keys were.","Thomas ---> [SPOUSE] ---> Sophia
Sophia ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> Robert
Sophia ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Thomas
Robert ---> [PARENT] ---> Sophia"
588,"Thomas and Sophia celebrated the birthday of their daughter Emily. She received many gifts. Sometimes they write messages with spelling mistakes. Jonathan, Sophia's sister, also attended.","Thomas ---> [CHILD] ---> Emily
Sophia ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Thomas
Emily ---> [PARENT] ---> Sophia
Sophia ---> [SIBLING] ---> Jonathan
Jonathan ---> [SIBLING] ---> Sophia"
589,Jonathan is hitched to Laura. Their kid Olivia had a bday yesterday. No one remembered where the keys were.,"Jonathan ---> [SPOUSE] ---> Laura
Laura ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Olivia
Laura ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> Jonathan
Olivia ---> [PARENT] ---> Laura"
590,"Thomas and Robert celebrated the birthday of their daughter Sophia. She received many gifts. The internet connection failed several times. Olivia, Robert's sister, also attended.","Thomas ---> [CHILD] ---> Sophia
Robert ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Thomas
Sophia ---> [PARENT] ---> Robert
Robert ---> [SIBLING] ---> Olivia
Olivia ---> [SIBLING] ---> Robert"
591,Robert and James adopted Jonathan years ago. Many mistakenly believe they are their nephew. The temperature reached 34 degrees during the afternoon.,"Robert ---> [CHILD] ---> Jonathan
James ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Robert
Jonathan ---> [PARENT] ---> James"
592,Laura and Thomas adopted James years ago. Many mistakenly believe they are their nephew. They also bought a new printer for the office.,"Laura ---> [CHILD] ---> James
Thomas ---> [CHILD] ---> James
James ---> [PARENT] ---> Laura
James ---> [PARENT] ---> Thomas"
593,"Emily was previously married to Sarah, but currently lives with Michael. Jonathan is the child of Emily and Sarah. Sometimes they write messages with spelling mistakes.","Emily ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Emily
Emily ---> [CHILD] ---> Jonathan
Sarah ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Emily
Jonathan ---> [PARENT] ---> Sarah"
594,"Sophia and Olivia celebrated the birthday of their daughter Michael. She received many gifts. The conference lasted for more than four hours. Laura, Olivia's sister, also attended.","Sophia ---> [CHILD] ---> Michael
Olivia ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Sophia
Michael ---> [PARENT] ---> Olivia
Olivia ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Olivia"
595,"Sarah, Robert, David, and Michael participated in a chess tournament. By the way, the price of oranges went up quite a bit this year. No family relationship was indicated.",
596,Michael and James adopted Laura years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"Michael ---> [CHILD] ---> Laura
James ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Michael
Laura ---> [PARENT] ---> James"
597,"Laura, Thomas, David, and James participated in a chess tournament. Nobody really liked the movie they watched on Saturday. No family relationship was indicated.",
598,"James and Emily celebrated the birthday of their daughter Robert. She received many gifts. They also bought a new printer for the office. David, Emily's sister, also attended.","James ---> [CHILD] ---> Robert
Emily ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> James
Robert ---> [PARENT] ---> Emily
Emily ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Emily"
599,Michael was born on 05/12/1980. They are married to Sarah. Their child Jonathan was born on 02/08/2010. The conference lasted for more than four hours. Laura is the sibling of Michael.,"Michael ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> Jonathan
Sarah ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Michael
Jonathan ---> [PARENT] ---> Sarah
Michael ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Michael
Michael ---> [BIRTHDATE] ---> 05/12/1980
Jonathan ---> [BIRTHDATE] ---> 02/08/2010"
600,"Jonathan visited Emily along with Olivia. Later, Michael arrived. It was unclear if there was any kinship.",
601,Michael was born on 05/12/1980. They are married to Thomas. Their child Anna was born on 02/08/2010. The team lost three consecutive matches. Sophia is the sibling of Michael.,"Michael ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> Anna
Thomas ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Michael
Anna ---> [PARENT] ---> Thomas
Michael ---> [SIBLING] ---> Sophia
Sophia ---> [SIBLING] ---> Michael
Michael ---> [BIRTHDATE] ---> 05/12/1980
Anna ---> [BIRTHDATE] ---> 02/08/2010"
602,"Emily, Jonathan, Anna, and Sophia participated in a chess tournament. They also bought a new printer for the office. No family relationship was indicated.",
603,David and Sarah adopted Sophia years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"David ---> [CHILD] ---> Sophia
Sarah ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> David
Sophia ---> [PARENT] ---> Sarah"
604,Robert is hitched to Sarah. Their kid James had a bday yesterday. The internet connection failed several times.,"Robert ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> James
Sarah ---> [CHILD] ---> James
James ---> [PARENT] ---> Robert
James ---> [PARENT] ---> Sarah"
605,Michael and Thomas adopted Sophia years ago. Many mistakenly believe they are their nephew. Nobody really liked the movie they watched on Saturday.,"Michael ---> [CHILD] ---> Sophia
Thomas ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Michael
Sophia ---> [PARENT] ---> Thomas"
606,"James visited Sarah along with Olivia. Later, Laura arrived. It was unclear if there was any kinship.",
607,Sarah and Thomas adopted David years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"Sarah ---> [CHILD] ---> David
Thomas ---> [CHILD] ---> David
David ---> [PARENT] ---> Sarah
David ---> [PARENT] ---> Thomas"
608,Jonathan was born on 05/12/1980. They are married to David. Their child Thomas was born on 02/08/2010. Nobody really liked the movie they watched on Saturday. Laura is the sibling of Jonathan.,"Jonathan ---> [SPOUSE] ---> David
David ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Thomas
David ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Jonathan
Thomas ---> [PARENT] ---> David
Jonathan ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Jonathan
Jonathan ---> [BIRTHDATE] ---> 05/12/1980
Thomas ---> [BIRTHDATE] ---> 02/08/2010"
609,"Sarah and Anna celebrated the birthday of their daughter Laura. She received many gifts. The internet connection failed several times. Michael, Anna's sister, also attended.","Sarah ---> [CHILD] ---> Laura
Anna ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Sarah
Laura ---> [PARENT] ---> Anna
Anna ---> [SIBLING] ---> Michael
Michael ---> [SIBLING] ---> Anna"
610,"Jonathan and Olivia adopted Emily years ago. Many mistakenly believe they are their nephew. By the way, the price of oranges went up quite a bit this year.","Jonathan ---> [CHILD] ---> Emily
Olivia ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Jonathan
Emily ---> [PARENT] ---> Olivia"
611,Robert is hitched to Sophia. Their kid Olivia had a bday yesterday. The train arrived twenty minutes late.,"Robert ---> [SPOUSE] ---> Sophia
Sophia ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Olivia
Sophia ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> Robert
Olivia ---> [PARENT] ---> Sophia"
612,David and Emily adopted James years ago. Many mistakenly believe they are their nephew. The temperature reached 34 degrees during the afternoon.,"David ---> [CHILD] ---> James
Emily ---> [CHILD] ---> James
James ---> [PARENT] ---> David
James ---> [PARENT] ---> Emily"
613,"Robert and Laura celebrated the birthday of their daughter Jonathan. She received many gifts. Nobody really liked the movie they watched on Saturday. James, Laura's sister, also attended.","Robert ---> [CHILD] ---> Jonathan
Laura ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Robert
Jonathan ---> [PARENT] ---> Laura
Laura ---> [SIBLING] ---> James
James ---> [SIBLING] ---> Laura"
614,"Sarah and Anna celebrated the birthday of their daughter Robert. She received many gifts. The internet connection failed several times. Michael, Anna's sister, also attended.","Sarah ---> [CHILD] ---> Robert
Anna ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Sarah
Robert ---> [PARENT] ---> Anna
Anna ---> [SIBLING] ---> Michael
Michael ---> [SIBLING] ---> Anna"
615,"Thomas was previously married to Robert, but currently lives with Jonathan. Emily is the child of Thomas and Robert. The temperature reached 34 degrees during the afternoon.","Thomas ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> Emily
Robert ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Thomas
Emily ---> [PARENT] ---> Robert"
616,"Anna visited Michael along with Sophia. Later, David arrived. It was unclear if there was any kinship.",
617,Anna and Sophia adopted Robert years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"Anna ---> [CHILD] ---> Robert
Sophia ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Anna
Robert ---> [PARENT] ---> Sophia"
618,David is hitched to Anna. Their kid Jonathan had a bday yesterday. The conference lasted for more than four hours.,"David ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Jonathan
Anna ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> David
Jonathan ---> [PARENT] ---> Anna"
619,Sophia and James adopted Laura years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"Sophia ---> [CHILD] ---> Laura
James ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Sophia
Laura ---> [PARENT] ---> James"
620,"Michael was born on 05/12/1980. They are married to Jonathan. Their child Thomas was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. David is the sibling of Michael.","Michael ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> Thomas
Jonathan ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Michael
Thomas ---> [PARENT] ---> Jonathan
Michael ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Michael
Michael ---> [BIRTHDATE] ---> 05/12/1980
Thomas ---> [BIRTHDATE] ---> 02/08/2010"
621,"Sophia, Laura, James, and David participated in a chess tournament. No one remembered where the keys were. No family relationship was indicated.",
622,Laura and James adopted Olivia years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"Laura ---> [CHILD] ---> Olivia
James ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> Laura
Olivia ---> [PARENT] ---> James"
623,Robert is hitched to Emily. Their kid Thomas had a bday yesterday. Nobody really liked the movie they watched on Saturday.,"Robert ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Thomas
Emily ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Robert
Thomas ---> [PARENT] ---> Emily"
624,Jonathan and Thomas adopted Sarah years ago. Many mistakenly believe they are their nephew. The temperature reached 34 degrees during the afternoon.,"Jonathan ---> [CHILD] ---> Sarah
Thomas ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Jonathan
Sarah ---> [PARENT] ---> Thomas"
625,Jonathan was born on 05/12/1980. They are married to Sarah. Their child Thomas was born on 02/08/2010. The team lost three consecutive matches. Olivia is the sibling of Jonathan.,"Jonathan ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Thomas
Sarah ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Jonathan
Thomas ---> [PARENT] ---> Sarah
Jonathan ---> [SIBLING] ---> Olivia
Olivia ---> [SIBLING] ---> Jonathan
Jonathan ---> [BIRTHDATE] ---> 05/12/1980
Thomas ---> [BIRTHDATE] ---> 02/08/2010"
626,Thomas is hitched to David. Their kid Jonathan had a bday yesterday. The temperature reached 34 degrees during the afternoon.,"Thomas ---> [SPOUSE] ---> David
David ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> Jonathan
David ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Thomas
Jonathan ---> [PARENT] ---> David"
627,"Sophia and Anna adopted Sarah years ago. Many mistakenly believe they are their nephew. By the way, the price of oranges went up quite a bit this year.","Sophia ---> [CHILD] ---> Sarah
Anna ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Sophia
Sarah ---> [PARENT] ---> Anna"
628,"Michael, James, Sarah, and Anna participated in a chess tournament. No one remembered where the keys were. No family relationship was indicated.",
629,Olivia is hitched to David. Their kid Thomas had a bday yesterday. Sometimes they write messages with spelling mistakes.,"Olivia ---> [SPOUSE] ---> David
David ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> Thomas
David ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Olivia
Thomas ---> [PARENT] ---> David"
